1	5.826018519	15.48032407	15.08939815
2	5.084768519	7.841203704	14.52074074
3	6.833611111	6.123425926	11.22689815
4	6.903981481	6.391296296	7.926203704
5	7.501342593	5.551481481	6.764444444
6	5.519675926	6.406990741	10.35685185
7	8.931203704	6.399259259	11.73023148
8	15.45583333	7.465277778	10.72393519
9	12.20125	6.400740741	6.905416667
10	11.40652778	10.5699537	5.779953704
11	10.85962963	7.783518519	8.929027778
12	6.210324074	15.47972222	16.50967593
13	7.596481481	6.053518519	9.417222222
14	12.13263889	13.72523148	10.21208333
15	12.93162037	22.28300926	11.46958333
16	10.01013889	30.29574074	17.15768519
17	8.129074074	13.46180556	7.779583333
18	12.15657407	6.124212963	9.829351852
19	8.791574074	6.448796296	15.17861111
20	8.270185185	11.7325463	15.45444444
21	15.26467593	10.44472222	17.11541667
22	6.935925926	6.984398148	22.16532407
23	6.359583333	5.897314815	25.93828704
24	7.882638889	6.304907407	27.71009259
25	6.246342593	6.510138889	30.02481481
26	8.018472222	6.443194444	55.61481481
27	6.35712963	5.937962963	90.92587963
28	5.739027778	6.214722222	80.56449074
29	5.812268519	6.630092593	49.69407407
30	7.895		6.58912037	34.5625463
31	7.797962963	8.770046296	23.75425926
32	8.988842593	18.12101852	12.94550926
33	10.00217593	7.067546296	10.04273148
34	6.552916667	12.61185185	11.7087037
35	8.064490741	11.43328704	12.77777778
36	6.324675926	8.616388889	12.8274537
37	7.287592593	8.369814815	11.23601852
38	5.920972222	6.68787037	12.65532407
39	17.77083333	5.743472222	16.19125
40	15.91555556	8.922222222	25.69638889
41	15.03148148	8.536435185	30.82777778
42	10.8849537	14.73027778	38.8262963
43	9.705138889	12.65578704	43.50902778
44	8.617222222	10.99791667	47.3762963
45	7.529166667	7.898049346	28.16138889
46	8.644907407	7.235778487	22.96060185
47	8.670462963	8.314670115	15.95708333
48	19.40606481	6.497123053	24.39444444
