1	5.57787037	6.050138889	7.08037037
2	5.087222222	5.923657407	6.737824074
3	8.252407407	6.393703704 5.280277778
4	11.17555556	7.305046296	6.526759259
5	12.18787037	8.579074074	7.959027778
6	10.70949074	9.474074074	7.078935185
7	7.124305556	11.03115741	7.786296296
8	5.79162037	12.30944444	7.456574074
9	5.286851852	9.278148148	7.296064815
10	6.195694444	6.528611111	8.540509259
11	5.725138889	8.093101852	11.12032407
12	10.75125	7.172906951	39.30476852
13	13.86976852	11.43847113	31.28124257
14	8.806759259	17.92602451	33.51082618
15	7.49412037	8.98137015	10.78818859
16	13.06875	14.48073043	23.38507501
17	13.68527778	11.54989494	36.44594492
18	14.14027778	12.63648148	27.76498587
19	10.62606481	10.15671296	16.87222464
20	15.57444444	18.02462963	14.39007365
21	10.18828704	13.4412037	9.718260339
22	11.97013889	18.6737037	6.412948244
23	9.44337963	25.31365197	7.083678053
24	6.376342593	22.12961201	6.227619152
